id_credvoucher,id_cliente,data_criacao,valor_voucher,tipo_credito,data_expiracao,id_compra
799,91,2015-01-04,306.08,crédito cancelamento,2016-01-04,44.0
800,871,2010-12-20,1991.29,cartão presente,2011-06-18,158.0
801,969,2011-02-20,785.39,cartão presente,2011-08-19,598.0
802,236,2013-06-24,4980.86,crédito cancelamento,2014-06-24,1033.0
803,618,2013-08-08,9531.88,crédito desculpa,2014-08-08,51.0
804,345,2016-12-08,465.2,crédito cancelamento,2017-12-08,461.0
805,580,2017-03-23,54.84,crédito cancelamento,2018-03-23,501.0
806,204,2017-08-16,573.8,crédito desculpa,2018-08-16,865.0
807,712,2016-08-06,401.81,cartão presente,2017-02-02,
808,164,2017-11-17,484.96,cartão presente,2018-05-16,1279.0
809,486,2012-01-26,648.96,crédito desculpa,2013-01-25,1897.0
810,835,2019-09-30,6994.21,cartão presente,2020-03-28,285.0
811,753,2014-11-26,7325.89,crédito desculpa,2015-11-26,2429.0
812,345,2019-01-19,475.27,crédito desculpa,2020-01-19,2833.0
813,993,2018-09-21,972.56,crédito cancelamento,2019-09-21,119.0
814,429,2010-04-12,716.61,cartão presente,2010-10-09,1892.0
815,91,2012-08-05,62.78,crédito desculpa,2013-08-05,
816,505,2019-11-23,464.39,cartão presente,2020-05-21,4989.0
817,606,2012-08-15,4278.88,crédito desculpa,2013-08-15,290.0
818,817,2011-10-31,895.05,crédito cancelamento,2012-10-30,1086.0
819,274,2010-12-14,6438.54,cartão presente,2011-06-12,4133.0
820,504,2019-09-08,2696.63,cartão presente,2020-03-06,612.0
821,141,2017-03-02,621.64,crédito cancelamento,2018-03-02,
822,814,2010-03-29,760.47,crédito cancelamento,2011-03-29,2534.0
823,95,2011-10-13,4130.91,cartão presente,2012-04-10,1847.0
824,989,2012-12-28,441.31,cartão presente,2013-06-26,228.0
825,142,2016-10-17,427.65,cartão presente,2017-04-15,190.0
826,640,2018-04-28,406.09,crédito desculpa,2019-04-28,
827,241,2015-11-02,314.65,crédito cancelamento,2016-11-01,1526.0
828,313,2018-04-26,223.18,crédito desculpa,2019-04-26,1803.0
829,585,2017-04-07,365.38,cartão presente,2017-10-04,4212.0
830,639,2012-12-01,4606.97,crédito desculpa,2013-12-01,230.0
831,825,2013-05-02,9450.08,crédito desculpa,2014-05-02,1205.0
832,712,2012-02-14,6596.57,crédito cancelamento,2013-02-13,
833,450,2019-03-21,882.23,crédito desculpa,2020-03-20,1517.0
834,625,2013-10-26,602.21,crédito desculpa,2014-10-26,2849.0
835,613,2011-07-16,934.65,crédito desculpa,2012-07-15,470.0
836,299,2017-01-30,217.53,crédito desculpa,2018-01-30,4319.0
837,649,2015-09-15,487.15,crédito desculpa,2016-09-14,1978.0
838,918,2017-10-26,961.33,crédito desculpa,2018-10-26,4583.0
839,421,2018-01-06,161.04,cartão presente,2018-07-05,2653.0
840,311,2015-10-21,7974.83,crédito desculpa,2016-10-20,3043.0
841,4,2012-12-04,8952.18,crédito cancelamento,2013-12-04,4189.0
842,189,2015-06-01,6881.69,crédito desculpa,2016-05-31,
843,58,2016-10-10,454.67,crédito cancelamento,2017-10-10,114.0
844,164,2014-12-02,7225.82,crédito cancelamento,2015-12-02,2399.0
845,421,2018-01-11,382.77,crédito cancelamento,2019-01-11,977.0
846,20,2014-06-26,829.7,crédito cancelamento,2015-06-26,2031.0
847,41,2015-03-16,7107.12,crédito cancelamento,2016-03-15,3214.0
848,667,2016-02-16,2294.79,crédito desculpa,2017-02-15,188.0
849,950,2010-04-07,4400.24,cartão presente,2010-10-04,646.0
850,923,2017-09-25,693.93,cartão presente,2018-03-24,168.0
851,685,2011-11-18,852.14,crédito desculpa,2012-11-17,
852,772,2013-05-24,7428.02,crédito desculpa,2014-05-24,1480.0
853,237,2013-09-30,890.98,crédito cancelamento,2014-09-30,108.0
854,3,2015-01-05,727.2,cartão presente,2015-07-04,665.0
855,197,2010-05-27,7609.28,crédito desculpa,2011-05-27,242.0
856,431,2014-07-18,779.36,cartão presente,2015-01-14,1429.0
857,20,2014-04-18,1943.36,crédito cancelamento,2015-04-18,3948.0
858,425,2011-04-04,548.84,cartão presente,2011-10-01,4008.0
859,788,2016-07-29,359.18,crédito cancelamento,2017-07-29,503.0
860,570,2011-02-12,37.78,crédito cancelamento,2012-02-12,1765.0
861,548,2014-05-29,271.32,crédito desculpa,2015-05-29,788.0
862,931,2010-05-08,399.2,cartão presente,2010-11-04,2740.0
863,892,2012-09-08,266.07,crédito desculpa,2013-09-08,
864,653,2015-09-12,829.69,crédito cancelamento,2016-09-11,2202.0
865,108,2018-12-04,1050.94,crédito cancelamento,2019-12-04,3602.0
866,133,2019-01-30,205.46,cartão presente,2019-07-29,389.0
867,603,2019-06-25,3357.51,crédito cancelamento,2020-06-24,4772.0
868,904,2011-01-29,598.97,crédito cancelamento,2012-01-29,490.0
869,593,2020-01-03,6625.12,crédito cancelamento,2021-01-02,911.0
870,761,2013-03-26,22.31,crédito cancelamento,2014-03-26,1989.0
871,372,2012-05-06,4356.21,cartão presente,2012-11-02,618.0
872,331,2018-03-10,1940.21,crédito desculpa,2019-03-10,305.0
873,691,2019-07-07,559.68,cartão presente,2020-01-03,1700.0
874,484,2014-10-16,6172.66,crédito cancelamento,2015-10-16,1599.0
875,869,2010-10-01,2470.04,crédito cancelamento,2011-10-01,780.0
876,765,2017-11-04,825.17,cartão presente,2018-05-03,1747.0
877,613,2014-10-07,2788.35,cartão presente,2015-04-05,71.0
878,251,2016-04-02,595.27,cartão presente,2016-09-29,2555.0
879,419,2011-09-08,861.81,cartão presente,2012-03-06,335.0
880,102,2014-01-05,551.69,crédito cancelamento,2015-01-05,1512.0
881,419,2018-06-29,8470.63,crédito cancelamento,2019-06-29,1075.0
882,149,2014-06-11,5912.43,crédito cancelamento,2015-06-11,
883,689,2017-06-19,733.4,crédito desculpa,2018-06-19,1816.0
884,779,2010-11-18,1864.61,crédito cancelamento,2011-11-18,2942.0
885,893,2017-09-16,556.87,crédito cancelamento,2018-09-16,11.0
886,361,2018-01-16,440.65,crédito desculpa,2019-01-16,
887,329,2012-05-04,88.0,cartão presente,2012-10-31,3097.0
888,84,2017-03-13,575.55,crédito desculpa,2018-03-13,454.0
889,763,2017-11-11,676.47,cartão presente,2018-05-10,3631.0
890,176,2018-05-18,503.38,cartão presente,2018-11-14,1528.0
891,279,2018-12-08,5085.93,crédito desculpa,2019-12-08,1728.0
892,130,2020-03-12,3945.02,crédito cancelamento,2021-03-12,
893,608,2013-10-07,138.84,crédito cancelamento,2014-10-07,1402.0
894,814,2010-01-25,950.39,crédito desculpa,2011-01-25,2860.0
895,224,2015-12-05,9051.43,crédito desculpa,2016-12-04,1645.0
896,410,2010-08-30,701.54,crédito cancelamento,2011-08-30,270.0
897,317,2011-06-15,7688.7,crédito desculpa,2012-06-14,4193.0
898,299,2015-11-14,397.07,crédito desculpa,2016-11-13,3971.0
899,308,2012-11-23,1829.08,crédito cancelamento,2013-11-23,1578.0
900,422,2014-08-01,5784.16,crédito desculpa,2015-08-01,744.0
901,555,2014-01-18,1936.52,cartão presente,2014-07-17,1166.0
902,988,2019-02-19,464.1,crédito desculpa,2020-02-19,654.0
903,131,2014-06-26,9179.32,crédito desculpa,2015-06-26,434.0
904,586,2012-08-14,850.79,crédito desculpa,2013-08-14,3850.0
905,213,2017-06-08,787.28,crédito desculpa,2018-06-08,604.0
906,227,2018-10-16,515.07,cartão presente,2019-04-14,2844.0
907,431,2017-10-22,9905.09,cartão presente,2018-04-20,657.0
908,714,2020-03-02,978.5,cartão presente,2020-08-29,
909,507,2012-09-27,3292.59,crédito desculpa,2013-09-27,1065.0
910,69,2015-04-23,886.57,crédito cancelamento,2016-04-22,1168.0
911,544,2015-02-10,733.93,cartão presente,2015-08-09,30.0
912,836,2018-06-17,257.69,crédito desculpa,2019-06-17,
913,899,2012-08-27,9793.6,cartão presente,2013-02-23,164.0
914,905,2013-10-22,792.31,crédito cancelamento,2014-10-22,1685.0
915,565,2019-11-11,4832.79,crédito desculpa,2020-11-10,1466.0
916,419,2010-08-19,5197.34,cartão presente,2011-02-15,91.0
917,199,2015-09-18,5197.91,cartão presente,2016-03-16,623.0
918,467,2014-01-06,664.75,crédito desculpa,2015-01-06,1813.0
919,764,2018-11-08,381.31,crédito cancelamento,2019-11-08,52.0
920,403,2015-03-08,5874.85,crédito cancelamento,2016-03-07,2342.0
921,137,2010-01-11,5227.23,crédito cancelamento,2011-01-11,396.0
922,331,2012-11-23,975.51,crédito desculpa,2013-11-23,3236.0
923,291,2017-11-29,491.56,crédito cancelamento,2018-11-29,758.0
924,989,2018-07-06,348.89,cartão presente,2019-01-02,1624.0
925,391,2010-02-27,8656.67,cartão presente,2010-08-26,2393.0
926,457,2017-04-23,3651.66,crédito cancelamento,2018-04-23,1379.0
927,707,2011-07-29,3131.64,crédito desculpa,2012-07-28,
928,790,2011-02-07,75.96,cartão presente,2011-08-06,701.0
929,621,2017-09-23,130.87,crédito desculpa,2018-09-23,3856.0
930,920,2015-10-27,8624.23,crédito desculpa,2016-10-26,3727.0
931,850,2012-10-01,728.42,crédito cancelamento,2013-10-01,437.0
932,799,2016-05-28,2389.11,cartão presente,2016-11-24,
933,250,2011-02-02,781.63,crédito desculpa,2012-02-02,1329.0
934,336,2015-08-18,491.19,crédito desculpa,2016-08-17,1489.0
935,277,2010-08-03,5113.02,crédito cancelamento,2011-08-03,2939.0
936,905,2016-12-02,158.72,crédito desculpa,2017-12-02,1585.0
937,635,2013-07-10,2467.22,crédito cancelamento,2014-07-10,2751.0
938,889,2010-05-13,393.56,crédito cancelamento,2011-05-13,4410.0
939,627,2015-12-15,9656.8,crédito cancelamento,2016-12-14,2525.0
940,690,2014-05-23,8833.83,crédito desculpa,2015-05-23,848.0
941,843,2012-04-11,8144.23,crédito cancelamento,2013-04-11,2230.0
942,409,2012-01-04,8191.61,cartão presente,2012-07-02,1335.0
943,389,2010-02-19,208.92,cartão presente,2010-08-18,4555.0
944,808,2018-05-10,7717.67,crédito desculpa,2019-05-10,779.0
945,654,2014-05-31,2592.98,crédito desculpa,2015-05-31,1986.0
946,989,2018-01-20,7309.43,crédito cancelamento,2019-01-20,
947,141,2012-01-28,7215.2,crédito cancelamento,2013-01-27,287.0
948,333,2017-09-20,560.7,crédito cancelamento,2018-09-20,3711.0
949,759,2014-03-11,13.52,crédito desculpa,2015-03-11,126.0
950,727,2015-01-19,4087.3,crédito cancelamento,2016-01-19,1676.0
951,518,2018-05-29,508.26,crédito desculpa,2019-05-29,68.0
952,803,2019-04-24,6276.11,crédito desculpa,2020-04-23,
953,269,2015-08-22,646.16,crédito desculpa,2016-08-21,609.0
954,457,2013-04-16,532.0,crédito cancelamento,2014-04-16,999.0
955,294,2010-12-14,7953.23,cartão presente,2011-06-12,684.0
956,362,2011-09-21,149.74,crédito desculpa,2012-09-20,2441.0
957,114,2019-05-31,8514.75,crédito desculpa,2020-05-30,106.0
958,546,2014-05-08,702.19,crédito desculpa,2015-05-08,871.0
959,78,2016-07-29,6179.44,cartão presente,2017-01-25,2055.0
960,746,2016-01-08,390.02,crédito cancelamento,2017-01-07,698.0
961,387,2012-01-17,853.33,cartão presente,2012-07-15,1040.0
962,560,2020-04-11,4332.05,crédito desculpa,2021-04-11,1155.0
963,541,2012-01-28,3637.21,cartão presente,2012-07-26,495.0
964,841,2015-09-09,2297.74,crédito desculpa,2016-09-08,124.0
965,902,2016-09-21,1032.26,crédito cancelamento,2017-09-21,2825.0
966,605,2013-07-15,745.55,crédito desculpa,2014-07-15,965.0
967,760,2011-04-28,9180.63,crédito desculpa,2012-04-27,256.0
968,891,2017-05-24,4093.17,crédito cancelamento,2018-05-24,476.0
969,379,2017-09-03,81.01,cartão presente,2018-03-02,4689.0
970,322,2010-12-23,738.44,cartão presente,2011-06-21,555.0
971,779,2012-05-12,2036.88,cartão presente,2012-11-08,2122.0
972,271,2020-03-04,837.81,crédito cancelamento,2021-03-04,4764.0
973,545,2012-03-21,8604.36,crédito cancelamento,2013-03-21,74.0
974,366,2015-04-25,7.77,cartão presente,2015-10-22,3030.0
975,429,2013-10-05,734.13,cartão presente,2014-04-03,1045.0
976,195,2019-05-19,7586.78,cartão presente,2019-11-15,2882.0
977,524,2012-12-07,6125.5,crédito desculpa,2013-12-07,278.0
978,620,2017-04-24,9034.36,cartão presente,2017-10-21,
979,578,2010-09-20,659.6,crédito desculpa,2011-09-20,1637.0
980,194,2010-08-28,526.55,crédito cancelamento,2011-08-28,2427.0
981,357,2019-10-05,0.45,cartão presente,2020-04-02,
982,356,2018-08-08,390.97,crédito desculpa,2019-08-08,247.0
983,558,2019-05-29,4344.8,cartão presente,2019-11-25,
984,707,2010-12-12,12.73,crédito desculpa,2011-12-12,1323.0
985,476,2013-07-24,168.11,cartão presente,2014-01-20,3031.0
986,135,2017-07-23,6244.82,crédito desculpa,2018-07-23,1634.0
987,211,2010-07-06,864.48,crédito cancelamento,2011-07-06,286.0
988,698,2019-09-24,5516.19,crédito desculpa,2020-09-23,2130.0
989,134,2011-08-07,222.27,cartão presente,2012-02-03,975.0
990,519,2013-08-25,7125.98,crédito cancelamento,2014-08-25,528.0
991,502,2013-02-26,2397.01,cartão presente,2013-08-25,
992,912,2017-05-09,9940.46,cartão presente,2017-11-05,1411.0
993,870,2014-11-08,6467.98,crédito desculpa,2015-11-08,1735.0
994,542,2013-08-04,608.23,crédito cancelamento,2014-08-04,60.0
995,880,2014-01-18,3283.61,crédito desculpa,2015-01-18,1047.0
996,326,2019-06-03,895.45,cartão presente,2019-11-30,
997,592,2015-05-02,94.33,crédito desculpa,2016-05-01,490.0
998,538,2010-11-23,836.86,crédito cancelamento,2011-11-23,1245.0
999,834,2015-10-04,3358.13,crédito desculpa,2016-10-03,868.0
1000,22,2020-03-22,1068.01,crédito desculpa,2021-03-22,5.0
1001,962,2010-04-22,3604.93,crédito cancelamento,2011-04-22,6.0
1002,598,2013-08-02,591.44,cartão presente,2014-01-29,12.0
1003,568,2014-05-02,5756.04,crédito desculpa,2015-05-02,15.0
1004,896,2010-01-13,62.33,crédito cancelamento,2011-01-13,19.0
1005,27,2016-09-16,6464.69,crédito desculpa,2017-09-16,20.0
1006,810,2013-05-04,895.75,cartão presente,2013-10-31,21.0
1007,562,2013-11-13,2316.69,cartão presente,2014-05-12,23.0
1008,363,2010-08-21,447.86,crédito desculpa,2011-08-21,25.0
1009,724,2010-10-28,928.53,crédito desculpa,2011-10-28,32.0
1010,719,2013-01-25,783.16,crédito cancelamento,2014-01-25,35.0
1011,544,2019-09-17,3655.6,crédito cancelamento,2020-09-16,47.0
1012,254,2019-02-14,2148.78,crédito cancelamento,2020-02-14,55.0
1013,764,2016-03-27,908.24,cartão presente,2016-09-23,56.0
1014,963,2017-05-05,5501.73,cartão presente,2017-11-01,61.0
1015,468,2016-09-23,613.54,cartão presente,2017-03-22,62.0
1016,136,2019-05-19,59.09,crédito desculpa,2020-05-18,73.0
1017,777,2010-10-16,792.2,cartão presente,2011-04-14,77.0
1018,910,2017-10-29,5870.73,crédito desculpa,2018-10-29,78.0
1019,378,2012-10-21,6523.18,crédito desculpa,2013-10-21,85.0
1020,514,2015-07-23,855.16,crédito cancelamento,2016-07-22,87.0
1021,812,2010-12-11,421.89,crédito cancelamento,2011-12-11,92.0
1022,300,2010-05-19,4575.95,cartão presente,2010-11-15,94.0
1023,875,2012-02-23,121.83,crédito cancelamento,2013-02-22,96.0
1024,97,2013-07-04,953.15,crédito desculpa,2014-07-04,97.0
1025,937,2016-07-18,220.29,crédito desculpa,2017-07-18,98.0
1026,934,2018-07-03,1450.22,crédito desculpa,2019-07-03,100.0
1027,523,2019-10-23,293.92,cartão presente,2020-04-20,109.0
1028,144,2015-08-21,869.69,crédito desculpa,2016-08-20,112.0
1029,827,2014-03-20,90.19,cartão presente,2014-09-16,115.0
1030,447,2014-01-12,4395.51,crédito desculpa,2015-01-12,125.0
1031,414,2014-10-27,29.05,crédito cancelamento,2015-10-27,127.0
1032,556,2011-10-14,584.48,crédito cancelamento,2012-10-13,129.0
1033,604,2011-09-24,848.9,crédito cancelamento,2012-09-23,133.0
1034,547,2017-12-11,626.64,crédito cancelamento,2018-12-11,134.0
1035,766,2013-04-11,189.06,cartão presente,2013-10-08,137.0
1036,136,2015-07-21,108.39,crédito cancelamento,2016-07-20,141.0
1037,660,2016-03-13,5719.9,crédito cancelamento,2017-03-13,143.0
1038,145,2014-10-19,7422.3,crédito cancelamento,2015-10-19,149.0
1039,470,2017-05-09,9464.01,crédito desculpa,2018-05-09,152.0
1040,478,2012-07-12,295.99,crédito cancelamento,2013-07-12,154.0
1041,996,2019-12-26,848.86,crédito desculpa,2020-12-25,160.0
1042,599,2016-03-04,372.85,crédito cancelamento,2017-03-04,161.0
1043,181,2014-03-15,387.06,cartão presente,2014-09-11,166.0
1044,679,2017-01-29,3413.29,crédito desculpa,2018-01-29,170.0
1045,206,2018-07-21,8037.55,crédito cancelamento,2019-07-21,173.0
1046,945,2012-12-19,5144.64,crédito cancelamento,2013-12-19,175.0
1047,636,2011-04-26,562.47,crédito desculpa,2012-04-25,177.0
1048,53,2019-08-22,153.77,crédito desculpa,2020-08-21,178.0
1049,235,2018-01-24,481.35,crédito desculpa,2019-01-24,183.0
1050,764,2018-06-14,5412.39,crédito desculpa,2019-06-14,186.0
1051,465,2012-03-21,83.93,crédito desculpa,2013-03-21,189.0
1052,156,2010-09-28,109.16,crédito cancelamento,2011-09-28,191.0
1053,907,2015-01-02,969.43,crédito desculpa,2016-01-02,192.0
1054,946,2020-04-23,2100.13,cartão presente,2020-10-20,193.0
1055,413,2018-06-14,3754.43,crédito cancelamento,2019-06-14,196.0
1056,153,2016-08-15,5773.76,crédito desculpa,2017-08-15,198.0
1057,223,2015-08-19,7399.18,crédito cancelamento,2016-08-18,205.0
1058,572,2020-04-08,131.18,crédito desculpa,2021-04-08,209.0
1059,68,2010-10-31,1274.29,crédito cancelamento,2011-10-31,210.0
1060,124,2017-11-08,227.24,crédito cancelamento,2018-11-08,213.0
1061,185,2017-09-16,443.53,cartão presente,2018-03-15,217.0
1062,347,2019-08-03,101.89,crédito desculpa,2020-08-02,218.0
1063,90,2013-04-28,932.37,crédito cancelamento,2014-04-28,222.0
1064,710,2016-05-16,6271.13,crédito desculpa,2017-05-16,224.0
1065,315,2020-01-10,687.35,crédito desculpa,2021-01-09,225.0
1066,801,2014-02-18,3197.36,crédito cancelamento,2015-02-18,232.0
1067,488,2016-10-22,6542.46,cartão presente,2017-04-20,236.0
1068,10,2014-05-26,1558.38,crédito desculpa,2015-05-26,237.0
1069,750,2014-07-08,5923.9,crédito cancelamento,2015-07-08,239.0
1070,906,2018-03-30,9100.98,crédito cancelamento,2019-03-30,246.0
1071,417,2013-11-22,448.84,crédito desculpa,2014-11-22,248.0
1072,787,2014-12-15,309.56,crédito cancelamento,2015-12-15,250.0
1073,822,2013-03-26,2032.52,cartão presente,2013-09-22,254.0
1074,470,2012-12-07,691.07,cartão presente,2013-06-05,255.0
1075,481,2013-04-16,8474.63,crédito cancelamento,2014-04-16,259.0
1076,968,2011-08-01,8915.47,crédito cancelamento,2012-07-31,261.0
1077,371,2012-09-05,1930.25,crédito desculpa,2013-09-05,263.0
1078,805,2015-07-09,6830.31,cartão presente,2016-01-05,269.0
1079,559,2011-04-11,2761.79,cartão presente,2011-10-08,271.0
1080,833,2013-03-13,2128.0,crédito desculpa,2014-03-13,274.0
1081,101,2011-06-29,119.79,crédito cancelamento,2012-06-28,275.0
1082,273,2019-11-10,8585.09,crédito desculpa,2020-11-09,276.0
1083,172,2011-11-01,327.65,cartão presente,2012-04-29,280.0
1084,76,2019-03-13,919.35,crédito desculpa,2020-03-12,284.0
1085,398,2016-08-01,325.86,crédito cancelamento,2017-08-01,288.0
1086,945,2014-05-23,7635.63,cartão presente,2014-11-19,289.0
1087,63,2012-02-28,391.54,crédito desculpa,2013-02-27,292.0
1088,940,2018-07-25,970.76,crédito desculpa,2019-07-25,298.0
1089,15,2019-01-10,624.5,crédito desculpa,2020-01-10,300.0
1090,142,2018-03-06,7884.13,cartão presente,2018-09-02,307.0
1091,172,2012-07-09,901.69,cartão presente,2013-01-05,308.0
1092,752,2017-02-02,785.17,crédito cancelamento,2018-02-02,309.0
1093,589,2016-07-15,479.46,cartão presente,2017-01-11,311.0
1094,516,2012-05-08,256.24,crédito cancelamento,2013-05-08,317.0
1095,756,2020-02-15,205.66,cartão presente,2020-08-13,323.0
1096,896,2016-06-09,4128.56,crédito cancelamento,2017-06-09,324.0
1097,657,2010-01-19,8221.37,cartão presente,2010-07-18,327.0
1098,275,2016-12-27,6181.07,cartão presente,2017-06-25,329.0
1099,167,2016-01-13,2622.48,crédito desculpa,2017-01-12,333.0
1100,264,2017-12-23,2620.59,crédito desculpa,2018-12-23,337.0
1101,877,2010-11-06,9743.25,crédito desculpa,2011-11-06,342.0
1102,622,2014-11-12,840.05,crédito desculpa,2015-11-12,343.0
1103,961,2010-01-23,9241.98,crédito cancelamento,2011-01-23,345.0
1104,622,2018-09-01,520.38,cartão presente,2019-02-28,350.0
1105,720,2010-07-03,1949.2,crédito cancelamento,2011-07-03,353.0
1106,36,2012-05-07,142.94,crédito desculpa,2013-05-07,354.0
1107,386,2011-09-14,7859.5,crédito desculpa,2012-09-13,355.0
1108,406,2014-01-05,6009.58,crédito cancelamento,2015-01-05,358.0
1109,534,2013-11-18,1657.55,crédito cancelamento,2014-11-18,360.0
1110,678,2011-08-19,2783.16,crédito cancelamento,2012-08-18,363.0
1111,695,2017-06-18,830.83,cartão presente,2017-12-15,364.0
1112,766,2019-01-31,1904.28,cartão presente,2019-07-30,365.0
1113,410,2018-07-27,28.56,crédito cancelamento,2019-07-27,366.0
1114,636,2017-04-23,599.72,cartão presente,2017-10-20,368.0
1115,743,2019-12-24,7994.73,crédito desculpa,2020-12-23,371.0
1116,461,2014-07-31,306.73,cartão presente,2015-01-27,372.0
1117,568,2020-01-30,4395.67,cartão presente,2020-07-28,376.0
1118,897,2010-01-07,881.12,cartão presente,2010-07-06,377.0
1119,211,2020-04-07,435.96,crédito desculpa,2021-04-07,381.0
1120,242,2016-02-06,6535.94,crédito desculpa,2017-02-05,383.0
1121,380,2010-01-17,4548.84,crédito desculpa,2011-01-17,386.0
1122,211,2010-05-02,2046.95,crédito desculpa,2011-05-02,398.0
1123,226,2018-12-11,797.45,crédito desculpa,2019-12-11,400.0
1124,51,2016-10-13,6136.63,crédito cancelamento,2017-10-13,407.0
1125,383,2013-06-05,335.07,crédito desculpa,2014-06-05,409.0
1126,373,2013-09-08,61.18,crédito desculpa,2014-09-08,412.0
1127,983,2011-07-19,1452.85,cartão presente,2012-01-15,415.0
1128,769,2012-06-02,428.2,cartão presente,2012-11-29,417.0
1129,644,2015-02-09,447.59,cartão presente,2015-08-08,422.0
1130,214,2017-06-10,485.53,cartão presente,2017-12-07,428.0
1131,445,2013-01-18,443.47,crédito cancelamento,2014-01-18,429.0
1132,465,2013-08-24,7213.11,cartão presente,2014-02-20,435.0
1133,957,2010-04-02,996.12,crédito cancelamento,2011-04-02,438.0
1134,861,2013-09-23,840.23,crédito desculpa,2014-09-23,442.0
1135,877,2014-01-02,4524.71,cartão presente,2014-07-01,446.0
1136,921,2012-10-21,377.28,crédito desculpa,2013-10-21,447.0
1137,1,2014-02-14,89.29,crédito desculpa,2015-02-14,451.0
1138,527,2017-10-10,1360.25,crédito desculpa,2018-10-10,452.0
1139,568,2010-11-23,560.92,crédito cancelamento,2011-11-23,455.0
1140,416,2010-04-27,1252.11,cartão presente,2010-10-24,456.0
1141,281,2011-04-09,5823.7,crédito desculpa,2012-04-08,459.0
1142,210,2013-04-17,7315.59,crédito cancelamento,2014-04-17,462.0
1143,61,2016-09-18,461.88,crédito desculpa,2017-09-18,463.0
1144,947,2014-04-16,1332.77,cartão presente,2014-10-13,464.0
1145,957,2011-08-25,4831.49,crédito desculpa,2012-08-24,468.0
1146,94,2018-12-04,8189.87,crédito cancelamento,2019-12-04,469.0
1147,618,2013-01-02,3518.31,cartão presente,2013-07-01,471.0
1148,363,2018-03-08,6047.63,crédito cancelamento,2019-03-08,472.0
1149,25,2018-10-10,376.08,cartão presente,2019-04-08,474.0
1150,216,2011-07-18,2540.38,crédito desculpa,2012-07-17,476.0
1151,775,2012-07-12,4179.39,cartão presente,2013-01-08,478.0
1152,145,2011-09-13,4124.12,crédito desculpa,2012-09-12,493.0
1153,910,2011-10-09,587.0,crédito cancelamento,2012-10-08,494.0
1154,936,2013-02-22,284.84,crédito cancelamento,2014-02-22,508.0
1155,716,2010-02-13,1992.61,crédito desculpa,2011-02-13,511.0
1156,500,2011-07-21,7090.67,crédito cancelamento,2012-07-20,513.0
1157,647,2012-05-31,743.8,cartão presente,2012-11-27,516.0
1158,530,2017-08-30,964.39,crédito cancelamento,2018-08-30,517.0
1159,364,2017-02-22,881.98,crédito desculpa,2018-02-22,519.0
1160,28,2013-02-04,707.89,crédito desculpa,2014-02-04,523.0
1161,74,2019-02-25,9963.76,cartão presente,2019-08-24,524.0
1162,415,2012-10-03,1982.74,crédito desculpa,2013-10-03,527.0
1163,841,2010-09-24,8652.03,cartão presente,2011-03-23,529.0
1164,258,2017-03-20,8725.3,crédito desculpa,2018-03-20,530.0
1165,639,2015-04-15,2531.62,crédito cancelamento,2016-04-14,531.0
1166,257,2017-05-24,753.96,cartão presente,2017-11-20,535.0
1167,901,2016-06-13,3836.07,cartão presente,2016-12-10,540.0
1168,325,2015-01-18,943.2,crédito desculpa,2016-01-18,541.0
1169,464,2015-04-09,2131.69,crédito desculpa,2016-04-08,543.0
1170,886,2019-04-04,755.79,crédito desculpa,2020-04-03,545.0
1171,982,2019-06-06,823.9,crédito cancelamento,2020-06-05,554.0
1172,644,2014-11-16,675.98,crédito desculpa,2015-11-16,556.0
1173,796,2015-11-14,121.17,cartão presente,2016-05-12,558.0
1174,517,2018-03-04,387.53,crédito desculpa,2019-03-04,560.0
1175,278,2017-03-07,8995.34,cartão presente,2017-09-03,567.0
1176,506,2010-08-13,8495.22,crédito desculpa,2011-08-13,569.0
1177,247,2017-02-05,285.06,crédito cancelamento,2018-02-05,572.0
1178,468,2011-12-07,2034.98,crédito desculpa,2012-12-06,573.0
1179,805,2017-12-30,275.69,cartão presente,2018-06-28,575.0
1180,807,2016-07-04,5743.6,cartão presente,2016-12-31,581.0
1181,478,2020-01-09,874.81,crédito desculpa,2021-01-08,582.0
1182,963,2012-10-29,687.94,cartão presente,2013-04-27,583.0
1183,867,2010-01-13,1099.39,crédito desculpa,2011-01-13,586.0
1184,812,2015-12-01,140.2,cartão presente,2016-05-29,590.0
1185,380,2015-05-19,7132.5,crédito cancelamento,2016-05-18,592.0
1186,167,2015-07-07,799.48,crédito cancelamento,2016-07-06,593.0
1187,84,2012-01-22,909.63,crédito cancelamento,2013-01-21,596.0
1188,861,2019-06-09,303.7,crédito cancelamento,2020-06-08,602.0
1189,430,2018-07-16,9131.89,crédito cancelamento,2019-07-16,606.0
1190,792,2018-10-14,274.23,crédito cancelamento,2019-10-14,614.0
1191,822,2010-09-28,119.33,cartão presente,2011-03-27,622.0
1192,990,2013-09-11,408.38,crédito cancelamento,2014-09-11,626.0
1193,427,2011-11-18,761.23,crédito cancelamento,2012-11-17,630.0
1194,393,2011-02-11,9589.22,cartão presente,2011-08-10,634.0
1195,583,2019-04-23,191.41,cartão presente,2019-10-20,637.0
1196,886,2015-01-03,436.0,crédito cancelamento,2016-01-03,638.0
1197,760,2011-08-19,161.35,crédito cancelamento,2012-08-18,639.0
1198,893,2012-03-17,308.4,crédito cancelamento,2013-03-17,640.0
1199,680,2016-03-19,595.74,cartão presente,2016-09-15,641.0
