id_compra,id_cliente,data_compra,valor_compra
903,923,2020-01-29,748.22
904,500,2012-10-02,456.79
905,189,2010-03-11,475.91
906,798,2019-09-20,483.71
907,643,2016-03-23,1699.94
908,26,2016-02-29,586.83
909,268,2019-03-27,4056.88
910,630,2013-07-14,6970.93
911,593,2020-09-02,6625.12
912,805,2016-02-11,4254.05
913,998,2016-09-17,563.64
914,428,2018-04-03,6915.68
915,738,2017-03-26,912.0
916,167,2017-05-19,800.72
917,323,2018-07-16,5091.78
918,642,2010-11-12,8.39
919,812,2014-11-15,856.21
920,319,2012-11-06,3060.93
921,948,2017-11-18,950.3
922,855,2010-04-14,3409.52
923,349,2011-01-01,197.02
924,80,2015-09-01,8511.75
925,210,2012-12-19,8939.14
926,6,2017-12-17,815.54
927,915,2017-12-02,935.58
928,66,2018-01-31,989.15
929,72,2012-06-03,628.15
930,444,2016-03-30,5341.62
931,17,2015-04-11,8578.53
932,597,2016-06-03,3743.36
933,54,2018-11-05,55.58
934,118,2019-05-13,5326.21
935,732,2018-11-27,7301.69
936,342,2019-12-17,290.71
937,122,2014-12-17,442.76
938,718,2019-05-05,717.18
939,212,2020-03-30,637.24
940,953,2014-06-14,178.4
941,190,2016-12-22,3653.9
942,942,2017-05-21,40.19
943,619,2019-11-13,1066.1
944,404,2018-04-03,156.22
945,222,2019-07-11,2716.57
946,538,2020-03-16,764.69
947,275,2010-03-16,8956.66
948,40,2014-09-21,28.7
949,372,2011-11-14,2638.83
950,753,2013-02-24,4667.58
951,948,2013-07-13,544.15
952,846,2016-09-25,3101.43
953,416,2020-02-07,4868.38
954,267,2016-12-01,382.72
955,515,2011-06-06,227.75
956,101,2011-04-13,2783.98
957,773,2016-09-15,2053.72
958,360,2016-01-07,7119.4
959,430,2012-10-20,9303.32
960,21,2015-10-26,638.63
961,434,2011-05-14,511.09
962,890,2011-06-21,749.18
963,160,2015-10-28,3011.0
964,72,2013-07-16,7936.5
965,605,2014-05-09,745.55
966,522,2011-06-25,1130.87
967,471,2019-10-20,6525.26
968,934,2018-07-23,7468.43
969,142,2019-12-21,7482.58
970,888,2014-11-30,971.05
971,165,2011-06-07,986.95
972,788,2020-07-07,323.47
973,487,2019-10-21,1652.87
974,744,2014-06-16,368.5
975,134,2011-10-07,222.27
976,786,2014-11-08,6654.8
977,421,2018-06-01,382.77
978,347,2019-03-23,3035.91
979,563,2019-01-16,247.7
980,196,2012-08-18,876.55
981,281,2010-07-23,8514.73
982,167,2013-10-10,4576.48
983,225,2020-01-23,9323.84
984,880,2015-03-14,6046.04
985,217,2011-08-14,6555.51
986,588,2010-12-13,145.85
987,796,2012-04-20,740.69
988,639,2014-12-31,770.75
989,594,2012-09-25,5662.76
990,109,2019-05-09,568.2
991,74,2020-10-13,374.25
992,860,2015-04-17,3568.45
993,875,2016-12-27,4527.52
994,674,2019-05-18,7024.38
995,986,2014-02-13,6983.99
996,752,2014-05-07,986.91
997,726,2011-03-03,275.12
998,950,2015-04-18,9384.03
999,457,2013-12-14,532.0
1000,306,2017-09-03,7403.71
1001,536,2010-09-15,3015.92
1002,110,2017-02-17,768.04
1003,231,2013-04-10,3156.15
1004,546,2019-04-17,6098.08
1005,612,2010-10-11,7069.94
1006,436,2019-08-31,18.37
1007,787,2014-11-17,165.43
1008,680,2019-04-19,1561.7
1009,987,2017-02-10,400.96
1010,581,2019-02-28,3962.37
1011,667,2020-07-12,693.45
1012,274,2014-11-15,194.81
1013,206,2015-06-24,839.58
1014,441,2012-01-13,2970.15
1015,420,2015-11-11,180.36
1016,348,2012-01-18,1245.68
1017,61,2011-04-07,1332.18
1018,143,2018-11-24,528.73
1019,93,2010-06-02,2047.87
1020,35,2014-12-10,672.11
1021,206,2014-05-30,6597.7
1022,844,2016-03-06,944.79
1023,11,2020-02-24,3793.08
1024,561,2019-10-04,1091.42
1025,773,2013-02-11,2864.0
1026,690,2016-08-08,1971.74
1027,89,2017-08-16,535.12
1028,408,2020-04-03,300.83
1029,315,2018-12-23,911.12
1030,751,2018-10-13,671.11
1031,899,2018-08-06,566.22
1032,650,2011-06-16,1155.31
1033,236,2013-10-20,4980.86
1034,191,2011-10-01,6901.47
1035,416,2011-06-26,5561.79
1036,798,2018-12-29,4036.82
1037,399,2018-04-13,3394.69
1038,935,2015-01-18,5701.16
1039,345,2012-09-17,6381.36
1040,387,2012-05-30,853.33
1041,162,2019-05-12,396.42
1042,249,2013-11-26,116.95
1043,212,2012-05-10,8713.41
1044,987,2015-02-07,466.59
1045,429,2013-11-29,734.13
1046,600,2018-05-02,653.86
1047,880,2014-05-02,3283.61
1048,174,2010-12-14,3269.02
1049,530,2012-09-24,954.0
1050,960,2015-12-28,907.43
1051,2,2014-04-30,650.77
1052,493,2017-07-21,1202.41
1053,480,2012-08-09,5727.19
1054,774,2016-01-23,463.93
1055,359,2018-05-07,9864.04
1056,653,2019-04-07,7660.85
1057,192,2013-08-12,970.46
1058,113,2018-05-05,8413.16
1059,790,2014-04-27,1371.56
1060,90,2020-04-04,896.23
1061,503,2012-06-15,7005.66
1062,975,2011-07-10,216.18
1063,86,2017-04-10,1035.42
1064,786,2012-09-02,148.84
1065,507,2013-03-09,3292.59
1066,532,2019-08-06,8143.01
1067,425,2013-07-12,3523.88
1068,513,2018-10-09,6568.91
1069,527,2016-12-06,2996.43
1070,59,2019-06-21,146.49
1071,15,2019-07-28,457.01
1072,679,2012-04-01,4916.47
1073,628,2011-10-15,2462.81
1074,900,2011-11-25,969.15
1075,419,2019-02-11,8470.63
1076,435,2018-01-06,8238.04
1077,575,2017-11-06,42.56
1078,965,2012-06-19,6056.58
1079,895,2019-02-13,96.82
1080,507,2013-10-10,650.07
1081,969,2015-01-15,7390.51
1082,163,2015-12-23,766.97
1083,63,2012-12-06,2377.03
1084,6,2010-11-30,419.03
1085,550,2013-01-20,6566.2
1086,817,2011-11-26,895.05
1087,134,2020-02-17,6893.24
1088,907,2015-08-30,8646.57
1089,808,2012-04-05,732.82
1090,301,2018-03-10,4306.64
1091,445,2016-12-06,607.44
1092,419,2013-02-05,693.16
1093,622,2011-06-05,331.83
1094,359,2018-10-10,490.63
1095,850,2019-01-22,955.87
1096,663,2015-07-15,7080.34
1097,33,2016-04-09,768.64
1098,553,2014-05-25,732.47
1099,997,2018-04-27,1944.19
1100,268,2016-12-11,925.93
1101,447,2020-01-21,518.07
1102,35,2010-02-06,9005.65
1103,599,2014-05-23,4711.22
1104,411,2012-12-13,144.36
1105,998,2014-10-22,9467.28
1106,464,2018-05-20,3944.78
1107,424,2014-02-23,1489.39
1108,360,2019-10-18,4754.78
1109,989,2019-06-22,8686.17
1110,265,2010-08-16,293.98
1111,863,2012-08-29,4225.97
1112,722,2015-08-07,7233.03
1113,530,2016-10-27,8721.64
1114,754,2019-10-06,1163.19
1115,986,2019-03-24,892.8
1116,974,2014-03-24,804.16
1117,587,2011-12-14,611.15
1118,322,2020-05-20,6267.39
1119,897,2015-05-09,2765.26
1120,663,2011-07-12,392.33
1121,278,2016-02-19,388.18
1122,681,2018-10-31,289.49
1123,673,2014-12-10,9692.89
1124,885,2018-08-17,8735.15
1125,814,2020-05-04,4960.88
1126,703,2015-04-30,3945.23
1127,459,2011-11-23,8451.05
1128,242,2016-06-06,197.96
1129,998,2015-03-18,58.96
1130,123,2019-04-05,942.19
1131,309,2013-12-16,8547.95
1132,289,2014-07-18,8010.79
1133,210,2017-07-24,883.83
1134,230,2013-04-23,303.11
1135,507,2018-10-01,69.36
1136,222,2014-10-19,6978.48
1137,286,2018-04-27,850.15
1138,195,2010-10-04,37.54
1139,569,2012-09-22,3169.57
1140,503,2018-04-03,1065.29
1141,930,2018-05-28,509.01
1142,882,2018-07-26,8159.62
1143,208,2016-08-10,3253.53
1144,961,2014-01-07,713.21
1145,40,2019-08-10,808.9
1146,62,2013-01-28,2787.0
1147,377,2016-04-15,1990.45
1148,675,2015-01-16,582.92
1149,641,2016-12-13,574.84
1150,494,2019-08-17,562.83
1151,964,2018-10-20,236.1
1152,258,2016-09-05,7388.21
1153,716,2016-11-14,658.88
1154,804,2018-05-27,15.25
1155,560,2020-11-17,4332.05
1156,66,2015-01-16,370.65
1157,217,2019-03-26,3227.57
1158,419,2016-07-01,890.6
1159,117,2010-07-20,978.66
1160,423,2011-12-15,468.13
1161,533,2016-05-25,360.76
1162,63,2018-10-03,547.73
1163,262,2014-03-25,7768.12
1164,630,2013-12-07,4622.02
1165,930,2017-01-16,3604.77
1166,555,2014-04-01,1936.52
1167,248,2014-08-07,124.35
1168,69,2015-07-21,886.57
1169,351,2014-06-20,42.06
1170,470,2014-03-13,4569.79
1171,328,2020-05-10,995.92
1172,302,2011-10-17,2363.47
1173,642,2019-10-24,4255.45
1174,807,2019-12-27,45.9
1175,141,2017-06-25,303.93
1176,554,2014-01-26,1182.13
1177,515,2019-10-10,716.66
1178,248,2011-10-21,8073.57
1179,845,2015-12-25,71.09
1180,427,2016-06-30,962.35
1181,849,2013-02-05,7658.28
1182,15,2015-09-11,3307.89
1183,345,2019-07-18,8944.68
1184,764,2014-12-02,567.93
1185,976,2015-05-03,3234.09
1186,941,2012-08-15,351.88
1187,346,2012-08-28,9207.66
1188,719,2010-07-04,2007.7
1189,522,2015-11-10,6073.58
1190,916,2020-06-14,4801.56
1191,255,2019-11-18,5627.4
1192,246,2015-07-01,5019.61
1193,169,2012-08-31,9702.13
1194,851,2012-05-27,2325.25
1195,436,2011-10-10,5331.29
1196,915,2013-08-24,365.68
1197,886,2017-12-01,324.28
1198,228,2015-08-25,196.49
1199,504,2016-03-02,2054.75
1200,354,2011-08-05,896.23
1201,555,2019-08-06,4323.61
1202,906,2015-06-22,9589.92
1203,598,2017-08-30,401.33
1204,373,2010-09-12,7035.07
1205,825,2013-11-28,9450.08
1206,895,2019-04-19,681.78
1207,376,2016-10-11,5917.82
1208,97,2020-02-03,37.13
1209,112,2017-05-15,1549.61
1210,482,2011-02-03,1726.95
1211,540,2017-12-13,476.16
1212,603,2019-04-01,470.96
1213,830,2019-09-16,3912.93
1214,121,2011-03-25,8212.62
1215,319,2015-08-21,3458.37
1216,972,2013-01-05,9037.85
1217,363,2015-08-21,818.54
1218,418,2017-06-06,180.78
1219,598,2020-02-01,172.08
1220,255,2017-10-20,379.32
1221,595,2011-07-16,242.27
1222,374,2015-04-29,7555.69
1223,474,2015-10-01,2383.71
1224,478,2013-10-09,612.68
1225,702,2015-10-13,4826.42
1226,806,2012-08-29,205.18
1227,503,2012-12-09,1419.55
1228,442,2010-09-18,6019.5
1229,671,2017-12-27,7535.49
1230,628,2016-06-29,610.13
1231,370,2015-03-25,6717.4
1232,117,2019-03-30,438.97
1233,114,2016-02-20,1071.46
1234,340,2020-01-05,512.74
1235,301,2016-01-16,9668.95
1236,227,2015-02-13,6922.13
1237,117,2014-09-17,95.95
1238,546,2015-05-26,994.51
1239,953,2017-04-21,6561.09
1240,707,2015-04-04,880.89
1241,924,2012-03-30,10.46
1242,461,2014-07-16,4936.0
1243,166,2020-02-20,392.62
1244,101,2015-02-02,7777.14
1245,538,2011-07-16,836.86
1246,207,2012-09-17,788.26
1247,380,2012-09-20,605.03
1248,86,2010-07-22,275.25
1249,969,2017-09-10,111.44
1250,605,2014-09-30,903.31
1251,214,2014-12-13,2309.73
1252,905,2010-01-10,5943.35
1253,388,2012-12-21,1749.54
1254,780,2014-07-21,2568.4
1255,374,2012-07-29,148.09
1256,618,2010-06-15,95.43
1257,603,2014-01-06,6529.96
1258,887,2013-03-15,7731.23
1259,355,2016-04-08,419.71
1260,34,2016-06-26,574.8
1261,803,2019-04-08,775.81
1262,347,2012-08-05,807.44
1263,318,2010-09-29,9912.97
1264,114,2012-10-14,661.04
1265,329,2010-06-25,283.61
1266,5,2014-10-10,5567.34
1267,379,2015-03-26,134.4
1268,872,2018-06-06,3604.71
1269,806,2014-08-19,9282.16
1270,645,2013-06-26,924.04
1271,504,2012-03-29,744.58
1272,288,2017-09-15,957.23
1273,562,2019-09-27,858.47
1274,984,2013-12-12,981.0
1275,107,2010-07-14,737.16
1276,900,2018-11-24,56.62
1277,453,2019-06-12,8529.45
1278,884,2014-07-17,276.25
1279,164,2018-01-30,484.96
1280,34,2013-01-23,625.56
1281,634,2011-10-06,190.76
1282,673,2011-06-20,7056.29
1283,245,2017-01-07,619.17
1284,550,2014-05-22,7542.35
1285,827,2010-10-10,405.67
1286,458,2014-11-24,8758.29
1287,136,2017-07-23,216.64
1288,103,2015-01-15,680.67
1289,231,2017-10-30,5033.19
1290,968,2017-06-23,9894.16
1291,971,2010-10-28,391.57
1292,36,2020-02-15,420.22
1293,96,2011-08-16,371.17
1294,462,2015-11-29,853.28
1295,273,2012-07-10,72.81
1296,914,2018-03-27,204.72
1297,896,2013-09-09,2671.77
1298,317,2014-10-22,854.99
1299,353,2012-03-20,512.79
1300,216,2016-09-01,7682.61
1301,446,2010-10-09,2826.67
1302,705,2015-08-21,259.15
1303,750,2019-12-12,6403.89
1304,18,2011-11-12,148.06
1305,771,2015-02-03,5888.01
1306,269,2018-06-26,3675.03
1307,859,2015-01-28,366.23
1308,138,2012-10-02,260.62
1309,231,2019-07-25,216.59
1310,720,2016-09-09,476.47
1311,31,2019-09-06,5286.77
1312,297,2014-01-31,5993.89
1313,661,2019-08-10,7731.1
1314,267,2011-08-22,161.25
1315,657,2014-10-25,670.68
1316,850,2013-12-24,3000.25
1317,222,2014-05-18,413.45
1318,7,2016-05-13,5969.77
1319,550,2010-12-18,107.98
1320,40,2014-10-29,699.01
1321,239,2016-03-28,979.91
1322,807,2014-10-14,454.31
1323,707,2011-10-09,12.73
1324,632,2020-10-02,5265.87
1325,778,2019-09-04,565.68
1326,500,2011-08-04,900.4
1327,808,2012-06-30,550.31
1328,94,2016-03-06,3113.85
1329,250,2011-09-02,781.63
1330,899,2014-07-14,993.16
1331,54,2014-03-31,645.5
1332,702,2013-02-28,673.28
1333,743,2020-03-18,878.65
1334,105,2014-06-04,454.73
1335,409,2012-01-17,8191.61
1336,354,2018-05-23,925.05
1337,992,2015-02-03,7352.53
1338,767,2017-02-08,955.03
1339,966,2014-06-07,1643.75
1340,665,2014-08-28,5036.05
1341,400,2018-09-09,9362.81
1342,887,2012-08-15,5115.7
1343,203,2014-01-17,755.29
1344,132,2012-02-27,706.26
1345,318,2015-05-24,2852.4
1346,745,2014-04-21,673.06
1347,288,2019-11-05,923.26
1348,141,2016-07-01,7583.26
1349,647,2020-03-18,8441.38
1350,689,2017-05-10,1734.51
1351,759,2017-01-24,6577.57
1352,307,2015-01-31,127.77
1353,827,2020-01-08,5849.58
1354,605,2014-06-18,2802.22
1355,890,2011-12-23,1727.3
1356,197,2015-07-25,9977.78
1357,441,2011-06-17,316.63
1358,600,2020-04-03,809.52
1359,239,2015-03-06,172.09
1360,641,2017-06-11,505.6
1361,519,2015-01-14,341.29
1362,733,2020-05-08,316.7
1363,676,2011-04-17,7376.78
1364,127,2019-07-04,26.17
1365,61,2019-01-23,837.77
1366,264,2013-09-20,7319.55
1367,628,2019-12-28,5944.93
1368,811,2014-05-26,188.38
1369,452,2019-07-02,185.33
1370,554,2013-11-02,701.3
1371,674,2016-10-01,27.83
1372,736,2015-06-02,994.43
1373,117,2012-10-05,3058.21
1374,495,2018-12-14,435.75
1375,882,2011-09-27,2468.88
1376,863,2011-10-13,2787.22
1377,549,2010-02-10,9681.23
1378,102,2017-12-10,651.78
1379,457,2017-05-22,3651.66
1380,963,2012-10-07,539.07
1381,726,2013-05-19,477.39
1382,154,2017-08-08,9294.25
1383,595,2010-10-05,2544.22
1384,432,2016-01-08,195.76
1385,781,2013-05-08,1425.0
1386,47,2018-12-26,8844.73
1387,76,2011-12-30,2561.43
1388,264,2013-02-05,7215.76
1389,835,2016-05-07,621.1
1390,410,2010-08-08,3137.47
1391,26,2010-02-23,832.21
1392,799,2013-08-15,4233.35
1393,266,2015-05-14,683.97
1394,754,2019-08-07,146.16
1395,181,2018-01-22,868.4
1396,495,2019-06-17,698.14
1397,260,2020-04-13,317.59
1398,735,2011-06-06,2985.52
1399,869,2012-01-10,7689.91
1400,400,2017-07-29,33.86
1401,577,2017-07-21,461.38
1402,608,2014-05-06,138.84
1403,651,2012-03-02,4870.61
1404,200,2018-01-08,797.49
1405,825,2015-06-08,487.55
1406,756,2019-09-12,4369.02
1407,723,2011-11-06,8095.06
1408,441,2017-02-22,131.45
1409,57,2019-07-23,806.96
1410,243,2015-09-18,679.45
1411,912,2017-05-14,9940.46
1412,803,2013-12-17,308.47
1413,595,2012-06-12,3702.08
1414,134,2015-02-22,4108.02
1415,472,2012-11-19,543.47
1416,937,2020-07-21,158.52
1417,325,2013-09-27,7797.46
1418,301,2012-02-27,1.01
1419,627,2019-05-16,196.14
1420,110,2017-07-09,1504.19
1421,490,2013-07-07,7266.42
1422,7,2017-05-13,9652.54
1423,363,2013-12-08,8271.78
1424,290,2012-04-13,480.17
1425,539,2012-10-14,5183.28
1426,177,2017-11-24,725.67
1427,849,2016-12-17,3294.44
1428,220,2020-02-07,4168.21
1429,431,2015-01-05,779.36
1430,462,2012-01-03,755.46
1431,885,2016-12-19,1308.82
1432,428,2014-01-18,583.84
1433,6,2016-09-07,118.35
1434,224,2011-11-21,6648.12
1435,203,2010-05-09,2856.77
1436,572,2015-04-08,580.57
1437,898,2016-03-19,928.54
1438,145,2016-10-18,230.95
1439,24,2011-11-05,4391.73
1440,845,2019-07-12,634.55
1441,171,2016-09-28,933.04
1442,539,2010-07-19,224.09
1443,933,2011-04-26,9637.93
1444,776,2019-08-13,667.09
1445,545,2018-11-15,1118.95
1446,218,2014-11-23,6064.02
1447,640,2013-12-23,2839.85
1448,685,2016-10-29,163.72
1449,602,2011-09-03,883.62
1450,851,2014-11-27,325.41
1451,228,2011-12-26,670.78
1452,848,2015-08-28,284.42
1453,760,2015-11-01,449.03
1454,370,2011-10-16,3559.19
1455,167,2014-04-10,758.63
1456,448,2016-03-18,286.83
1457,426,2017-03-09,2284.05
1458,431,2019-02-02,4632.1
1459,995,2011-05-02,738.13
1460,974,2019-09-02,3319.61
1461,592,2018-01-02,183.68
1462,322,2015-07-02,7764.16
1463,695,2019-09-14,46.37
1464,208,2014-07-19,501.98
1465,5,2015-03-27,1000.52
1466,565,2019-12-12,4832.79
1467,409,2019-01-10,5669.71
1468,986,2019-12-20,4295.5
1469,493,2018-10-25,600.11
1470,177,2020-02-22,4555.67
1471,800,2012-09-14,2740.13
1472,457,2015-09-20,8630.47
1473,988,2017-06-21,2087.05
1474,747,2014-11-14,46.2
1475,158,2017-02-19,7196.41
1476,434,2016-08-10,577.93
1477,880,2011-03-12,8057.09
1478,497,2020-05-14,816.39
1479,736,2014-05-19,577.56
1480,772,2013-06-11,7428.02
1481,367,2019-12-09,781.82
1482,483,2014-01-26,324.18
1483,238,2016-05-07,249.98
1484,290,2012-10-03,533.53
1485,596,2014-12-15,33.97
1486,328,2011-12-17,651.35
1487,234,2015-05-20,6872.38
1488,968,2010-05-07,386.86
1489,336,2015-09-20,491.19
1490,266,2013-05-18,9402.59
1491,137,2014-03-28,6439.81
1492,295,2015-09-01,4315.58
1493,388,2020-09-22,8011.26
1494,146,2019-12-17,2220.8
1495,689,2018-04-09,407.89
1496,925,2015-07-22,111.35
1497,976,2015-06-27,716.64
1498,584,2019-08-17,135.74
1499,352,2013-10-16,399.09
1500,87,2018-12-31,4468.13
1501,380,2010-04-17,369.31
1502,671,2015-05-17,957.51
1503,767,2019-08-18,21.4
1504,709,2012-10-25,4266.65
1505,986,2017-07-07,5903.68
1506,934,2018-04-27,103.41
1507,807,2016-01-31,662.87
1508,914,2010-03-23,622.03
1509,322,2016-09-02,2532.91
1510,350,2015-09-11,8259.95
1511,154,2014-01-30,566.05
1512,102,2014-12-12,551.69
1513,645,2016-03-08,349.01
1514,335,2019-12-12,9496.85
1515,347,2011-09-17,2200.31
1516,30,2017-12-23,850.21
1517,450,2019-10-02,882.23
1518,884,2013-06-22,8977.65
1519,755,2015-10-26,369.42
1520,515,2017-12-12,1512.19
1521,906,2011-04-17,189.62
1522,557,2014-08-07,466.07
1523,760,2019-12-06,699.41
1524,907,2017-08-23,128.75
1525,447,2014-12-27,3401.7
1526,241,2015-12-19,314.65
1527,611,2010-09-17,100.86
1528,176,2018-06-23,503.38
1529,509,2020-07-23,791.13
1530,812,2016-01-31,7018.31
1531,426,2018-01-04,4938.68
1532,591,2011-07-18,7084.81
1533,804,2014-11-21,2752.26
1534,483,2017-12-11,583.81
1535,53,2013-11-21,2910.89
1536,84,2015-09-06,8138.83
1537,275,2020-03-12,1724.98
1538,29,2020-05-04,111.8
1539,702,2017-09-21,466.78
1540,31,2011-02-07,359.57
1541,383,2018-06-29,1807.34
1542,937,2016-03-14,120.88
1543,880,2019-02-03,485.35
1544,979,2015-09-16,849.1
1545,406,2015-03-23,748.36
1546,872,2011-11-20,122.14
1547,148,2018-02-13,1432.07
1548,131,2019-10-22,1479.6
1549,328,2016-07-17,7111.91
1550,526,2011-05-13,692.63
1551,630,2014-05-17,780.47
1552,172,2017-08-01,321.27
1553,296,2010-05-30,4944.78
1554,181,2020-03-22,7661.59
1555,896,2016-03-16,172.81
1556,477,2015-11-19,690.18
1557,369,2017-06-10,2047.24
1558,910,2016-01-24,746.47
1559,243,2017-07-04,296.45
1560,897,2012-08-07,1202.43
1561,871,2014-11-10,176.91
1562,214,2020-06-06,8904.69
1563,859,2012-06-20,690.4
1564,810,2011-06-04,598.74
1565,439,2011-01-19,630.65
1566,13,2014-02-02,30.85
1567,66,2012-07-23,358.72
1568,123,2017-07-06,986.73
1569,356,2013-11-11,2529.63
1570,845,2019-02-05,273.59
1571,790,2010-04-17,5874.31
1572,97,2011-08-01,7173.81
1573,810,2015-12-18,974.13
1574,495,2013-11-02,8436.71
1575,758,2012-07-20,4622.35
1576,643,2017-09-15,487.22
1577,912,2010-03-04,4968.04
1578,308,2013-04-13,1829.08
1579,185,2016-01-21,90.88
1580,445,2011-07-21,4963.55
1581,622,2015-06-18,421.39
1582,456,2011-02-26,81.55
1583,713,2012-06-10,9623.52
1584,644,2011-06-24,775.34
1585,905,2017-08-31,158.72
1586,429,2011-03-10,338.13
1587,451,2010-07-21,813.65
1588,459,2018-09-14,2662.11
1589,808,2012-10-25,4168.77
1590,995,2019-11-03,863.24
1591,256,2011-11-02,2466.04
1592,832,2016-06-28,490.41
1593,188,2011-07-03,667.71
1594,240,2013-06-23,7796.08
1595,218,2020-09-29,646.51
1596,996,2015-04-09,1528.65
1597,210,2019-05-13,38.78
1598,312,2016-10-12,5119.99
1599,484,2015-08-29,6172.66
1600,406,2017-12-09,358.52
1601,236,2011-05-15,1406.72
1602,926,2014-12-16,1209.8
1603,139,2011-01-04,4056.13
1604,841,2011-10-19,2354.21
1605,495,2016-08-15,674.24
1606,825,2010-09-22,908.54
1607,561,2018-12-01,54.41
1608,624,2013-03-08,626.88
1609,482,2016-12-10,8983.96
1610,153,2015-04-03,132.5
1611,806,2015-09-07,682.29
1612,692,2019-06-29,303.11
1613,490,2018-05-25,9903.45
1614,980,2018-06-10,7776.68
1615,356,2017-09-12,764.98
1616,238,2019-04-12,8886.96
1617,115,2010-05-10,4783.91
1618,99,2018-11-20,2628.43
1619,509,2017-07-22,73.56
1620,853,2016-12-16,6578.07
1621,976,2018-05-31,4253.3
1622,552,2010-03-08,4559.57
1623,445,2010-08-19,912.05
1624,989,2018-12-22,348.89
1625,555,2013-05-19,835.08
1626,797,2015-12-01,8015.84
1627,434,2010-12-29,0.5
1628,242,2017-07-07,2743.42
1629,23,2019-06-30,1776.14
1630,814,2020-03-08,988.52
1631,966,2014-07-11,6305.12
1632,668,2011-10-29,165.2
1633,172,2018-10-08,9025.89
1634,135,2018-06-14,6244.82
1635,405,2017-12-22,3107.03
1636,821,2012-08-11,7395.28
1637,578,2011-05-03,659.6
1638,907,2011-12-14,9893.69
1639,645,2018-10-11,728.13
1640,339,2013-12-20,4828.7
1641,916,2020-02-20,740.39
1642,419,2012-11-09,1406.06
1643,257,2016-03-06,962.33
1644,490,2011-07-12,351.86
1645,224,2016-10-01,9051.43
1646,253,2017-09-13,1592.34
1647,943,2011-11-30,267.19
1648,65,2012-11-01,5413.25
1649,719,2014-09-16,177.3
1650,33,2019-08-31,333.17
1651,453,2012-10-20,8971.83
1652,81,2010-05-22,163.1
1653,270,2019-12-02,2636.26
1654,117,2013-05-12,5519.95
1655,468,2015-10-28,547.32
1656,778,2017-05-12,809.98
1657,885,2014-11-24,7717.92
1658,588,2018-03-29,215.88
1659,841,2017-02-11,2761.39
1660,715,2012-10-13,941.61
1661,139,2011-11-13,1630.09
1662,560,2017-11-30,629.35
1663,426,2018-07-26,938.65
1664,530,2010-10-09,715.99
1665,323,2011-06-24,3209.33
1666,394,2018-03-18,6667.67
1667,617,2017-03-07,915.04
1668,952,2013-10-12,77.91
1669,440,2019-02-22,118.82
1670,789,2013-09-23,510.16
1671,222,2020-11-10,419.24
1672,986,2018-04-02,9252.84
1673,482,2015-01-09,976.13
1674,966,2018-06-29,628.24
1675,108,2016-09-26,43.69
1676,727,2015-04-19,4087.3
1677,147,2019-05-18,903.59
1678,745,2019-10-09,224.43
1679,937,2015-03-25,8805.83
1680,234,2010-06-07,7671.96
1681,183,2016-05-04,8444.65
1682,104,2020-02-20,732.41
1683,711,2011-08-13,9003.94
1684,873,2017-08-23,9213.59
1685,905,2014-05-08,792.31
1686,664,2010-09-13,1318.39
1687,865,2015-02-09,126.52
1688,128,2016-08-18,601.93
1689,983,2020-05-08,201.7
1690,892,2011-02-07,180.26
1691,284,2011-02-14,4667.5
1692,328,2015-09-23,291.19
1693,706,2017-10-02,6378.28
1694,360,2012-05-06,895.71
1695,327,2018-09-20,238.91
1696,715,2012-03-09,87.0
1697,379,2011-12-11,346.22
1698,164,2018-05-11,581.17
1699,692,2012-08-10,2193.94
1700,691,2019-08-12,559.68
1701,197,2013-11-21,317.46
1702,532,2012-11-03,17.48
1703,127,2018-03-27,184.43
1704,648,2019-09-10,3204.8
1705,897,2016-06-04,7977.03
1706,353,2019-07-11,8433.77
1707,682,2011-09-05,8314.66
1708,986,2016-09-20,145.18
1709,110,2013-12-20,6668.66
1710,614,2016-02-03,613.71
1711,341,2014-07-29,6778.71
1712,767,2012-06-23,2364.79
1713,96,2020-08-16,988.92
1714,661,2013-03-15,5889.18
1715,11,2014-02-27,2660.5
1716,928,2014-08-27,983.9
1717,104,2017-08-03,5.55
1718,385,2018-09-28,870.29
1719,145,2016-07-21,340.05
1720,563,2012-10-23,158.54
1721,986,2016-06-18,173.06
1722,880,2018-07-03,551.77
1723,368,2019-09-08,284.21
1724,673,2020-01-23,55.35
1725,582,2020-01-12,291.88
1726,25,2016-10-31,306.18
1727,949,2018-03-28,4310.42
1728,279,2019-05-17,5085.93
1729,537,2011-02-28,943.69
1730,651,2015-04-17,7516.15
1731,944,2020-04-19,5361.95
1732,829,2015-12-16,885.02
1733,256,2019-01-06,200.25
1734,147,2010-09-16,6599.55
1735,870,2015-10-05,6467.98
1736,537,2015-09-16,8634.19
1737,124,2012-05-13,7200.85
1738,426,2013-05-11,166.67
1739,989,2017-09-11,670.55
1740,320,2020-12-29,9256.32
1741,831,2017-09-26,913.34
1742,525,2015-05-15,8058.12
1743,808,2019-11-27,3307.14
1744,935,2012-01-20,964.11
1745,113,2017-06-04,8723.85
1746,236,2014-01-04,9.01
1747,765,2018-01-30,825.17
1748,136,2011-02-12,8420.19
1749,144,2017-10-13,303.82
1750,944,2015-07-06,42.22
1751,28,2020-06-12,7635.1
1752,384,2012-06-11,1000.01
1753,509,2011-12-21,31.4
1754,524,2014-08-04,508.97
1755,150,2015-09-27,9801.39
1756,165,2020-03-22,447.66
