id_credbanco,id_cliente,data_credito,valor_credito,tipo_credito
666,105,2018-09-19,566.76,boleto
667,600,2016-02-29,3242.99,crédito transferência
668,366,2014-12-05,2058.43,boleto
669,927,2019-05-02,1739.84,crédito transferência
670,11,2018-10-18,906.69,crédito transferência
671,228,2017-12-07,4787.46,boleto
672,225,2011-11-03,731.16,boleto
673,538,2010-02-24,783.91,crédito transferência
674,667,2014-11-03,448.5,boleto
675,903,2011-01-21,560.48,boleto
676,478,2019-06-05,9355.42,boleto
677,108,2012-07-24,872.99,boleto
678,724,2012-11-20,4210.7,crédito transferência
679,542,2010-01-22,407.82,boleto
680,459,2018-10-07,1779.3,boleto
681,254,2016-06-18,966.52,boleto
682,52,2012-09-05,655.45,crédito transferência
683,970,2015-07-19,142.8,crédito transferência
684,274,2017-08-24,9435.04,crédito transferência
685,881,2012-01-17,481.26,boleto
686,604,2014-08-05,736.2,boleto
687,469,2011-07-09,978.95,boleto
688,240,2012-09-15,1472.55,boleto
689,637,2010-06-15,679.98,crédito transferência
690,849,2019-10-12,1908.17,boleto
691,139,2013-04-08,9794.27,boleto
692,429,2010-04-25,8597.43,crédito transferência
693,388,2011-09-15,1000.97,crédito transferência
694,503,2011-08-23,123.56,boleto
695,57,2019-11-01,7992.41,crédito transferência
696,942,2015-08-08,914.4,boleto
697,244,2016-07-26,5361.51,boleto
698,302,2012-05-05,5859.87,crédito transferência
699,995,2014-10-15,800.19,boleto
700,161,2019-02-10,344.28,boleto
701,463,2016-11-01,5551.26,crédito transferência
702,717,2016-07-13,939.81,boleto
703,488,2017-07-23,6088.23,boleto
704,861,2018-05-18,2157.32,crédito transferência
705,461,2012-12-13,9020.14,crédito transferência
706,332,2018-11-25,170.08,crédito transferência
707,999,2014-09-20,8301.26,boleto
708,921,2014-12-24,7820.06,crédito transferência
709,968,2016-01-12,404.05,crédito transferência
710,313,2016-07-01,4961.56,crédito transferência
711,141,2018-10-10,296.53,crédito transferência
712,111,2019-11-04,530.01,boleto
713,457,2011-07-31,87.69,crédito transferência
714,355,2010-12-29,7878.76,boleto
715,521,2010-11-23,348.69,boleto
716,427,2018-08-23,9107.48,crédito transferência
717,256,2018-06-23,452.42,crédito transferência
718,68,2020-03-15,121.05,boleto
719,586,2017-08-16,1843.61,boleto
720,37,2016-01-08,113.14,boleto
721,323,2018-08-31,298.15,boleto
722,848,2014-10-02,24.45,boleto
723,223,2012-04-24,385.9,boleto
724,444,2016-12-04,6163.91,crédito transferência
725,967,2012-09-16,7952.92,boleto
726,323,2011-03-29,7723.5,crédito transferência
727,105,2014-03-26,657.3,boleto
728,585,2014-01-24,3262.8,crédito transferência
729,248,2014-03-31,6971.88,boleto
730,651,2020-05-06,795.91,crédito transferência
731,767,2013-03-20,765.99,crédito transferência
732,221,2020-02-04,213.28,crédito transferência
733,256,2010-05-02,3785.78,boleto
734,82,2013-02-14,5267.88,boleto
735,17,2012-02-10,665.42,crédito transferência
736,550,2013-02-07,7409.33,boleto
737,420,2019-09-13,4632.86,crédito transferência
738,804,2012-12-09,757.73,crédito transferência
739,396,2013-02-19,6271.44,crédito transferência
740,936,2018-01-04,984.16,crédito transferência
741,899,2010-10-09,480.68,boleto
742,584,2016-01-26,5545.33,boleto
743,324,2017-02-06,5798.83,crédito transferência
744,489,2016-01-11,746.74,boleto
745,451,2020-01-15,6682.42,boleto
746,553,2014-06-27,404.27,crédito transferência
747,768,2019-02-25,3140.47,crédito transferência
748,926,2018-01-14,8252.61,crédito transferência
749,599,2013-07-22,933.71,crédito transferência
750,532,2012-10-20,3182.03,boleto
751,953,2012-07-07,7155.13,boleto
752,241,2016-03-31,9570.05,boleto
753,389,2012-11-17,4766.72,boleto
754,534,2016-11-18,25.02,boleto
755,200,2010-01-11,2185.61,boleto
756,481,2020-03-30,1232.42,crédito transferência
757,290,2010-09-06,332.37,boleto
758,800,2011-09-12,9014.14,crédito transferência
759,262,2017-10-16,201.28,boleto
760,662,2015-07-29,103.52,crédito transferência
761,994,2014-01-13,954.74,boleto
762,119,2017-10-25,9947.84,crédito transferência
763,507,2015-08-24,4136.71,boleto
764,361,2016-03-14,541.25,boleto
765,728,2017-01-13,7903.57,boleto
766,548,2013-09-11,828.9,crédito transferência
767,206,2018-02-22,773.36,boleto
768,930,2018-08-14,463.09,boleto
769,979,2012-06-09,640.77,crédito transferência
770,494,2012-07-21,3875.64,boleto
771,231,2010-02-07,150.08,boleto
772,948,2017-06-23,3455.15,boleto
773,186,2016-09-29,541.69,boleto
774,431,2014-12-18,249.92,crédito transferência
775,981,2016-09-15,845.8,crédito transferência
776,864,2013-07-13,58.21,boleto
777,302,2018-07-31,640.11,crédito transferência
778,272,2017-02-10,4539.73,crédito transferência
779,735,2017-02-12,6184.36,boleto
780,301,2018-08-31,163.17,crédito transferência
781,699,2018-12-13,983.69,boleto
782,51,2016-09-22,4856.62,crédito transferência
783,428,2017-07-23,3165.97,crédito transferência
784,239,2016-10-05,4174.06,boleto
785,426,2014-07-16,9223.82,boleto
786,643,2012-09-21,285.79,crédito transferência
787,586,2018-04-17,3553.05,boleto
788,286,2012-12-13,9175.02,crédito transferência
789,883,2020-02-19,3794.45,boleto
790,729,2012-09-30,654.4,boleto
791,47,2018-07-23,591.81,boleto
792,65,2013-02-13,281.64,boleto
793,326,2015-05-26,890.95,boleto
794,86,2013-08-28,849.54,crédito transferência
795,424,2016-12-26,9335.06,crédito transferência
796,283,2016-10-22,6618.77,boleto
797,554,2010-10-31,820.72,boleto
798,875,2017-10-02,405.09,boleto
799,864,2011-08-23,5973.87,boleto
800,571,2018-12-13,391.62,boleto
801,896,2014-05-09,9119.21,crédito transferência
802,913,2018-03-10,9366.34,boleto
803,605,2018-12-22,573.85,crédito transferência
804,177,2014-04-06,6600.23,boleto
805,973,2013-12-10,712.29,crédito transferência
806,956,2015-03-30,4522.36,boleto
807,724,2018-03-28,282.07,boleto
808,634,2013-02-22,6132.93,crédito transferência
809,218,2020-04-17,4984.46,boleto
810,392,2016-08-31,998.44,boleto
811,156,2020-04-25,7118.72,boleto
812,31,2014-12-14,2181.05,crédito transferência
813,395,2013-09-14,923.41,boleto
814,569,2019-01-05,7733.35,crédito transferência
815,901,2016-08-21,400.66,boleto
816,702,2017-08-24,9937.45,crédito transferência
817,956,2018-07-05,7016.14,boleto
818,831,2010-10-21,2678.85,crédito transferência
819,587,2018-10-25,2964.56,boleto
820,6,2011-10-30,9054.51,boleto
821,776,2016-11-22,578.55,crédito transferência
822,308,2020-05-15,492.89,crédito transferência
823,861,2014-08-08,6915.68,boleto
824,388,2010-06-12,6576.62,boleto
825,136,2019-07-20,6598.51,crédito transferência
826,889,2013-03-21,186.64,crédito transferência
827,257,2019-03-03,246.59,crédito transferência
828,104,2015-07-22,6130.12,crédito transferência
829,701,2010-03-22,213.14,crédito transferência
830,129,2015-07-27,4306.14,boleto
831,861,2011-09-29,718.69,boleto
832,678,2018-03-28,330.46,boleto
833,521,2018-08-28,4703.44,boleto
834,408,2019-11-11,449.66,crédito transferência
835,556,2011-03-25,5886.51,boleto
836,891,2014-05-17,294.44,crédito transferência
837,931,2019-10-17,7334.49,boleto
838,932,2019-01-26,9841.29,boleto
839,926,2014-04-02,366.43,crédito transferência
840,683,2013-05-28,194.6,crédito transferência
841,284,2018-08-17,2520.09,boleto
842,337,2018-12-10,85.77,crédito transferência
843,988,2014-10-28,2217.16,crédito transferência
844,332,2013-05-20,6313.44,boleto
845,439,2020-03-17,6287.97,boleto
846,124,2010-11-04,559.9,boleto
847,414,2010-03-07,4110.38,crédito transferência
848,57,2018-07-18,34.89,crédito transferência
849,589,2017-04-21,734.1,boleto
850,757,2013-11-17,132.26,crédito transferência
851,367,2019-02-03,813.53,crédito transferência
852,953,2014-12-30,1134.77,boleto
853,310,2018-08-05,734.16,crédito transferência
854,826,2011-11-07,282.66,boleto
855,706,2018-10-20,150.52,crédito transferência
856,698,2012-02-27,395.38,crédito transferência
857,393,2020-01-15,224.78,crédito transferência
858,295,2017-04-23,5764.72,crédito transferência
859,464,2014-12-05,7187.34,boleto
860,224,2018-08-27,679.74,boleto
861,163,2012-02-08,3407.14,crédito transferência
862,30,2011-07-26,694.59,boleto
863,219,2017-06-16,352.0,crédito transferência
864,418,2014-04-13,799.47,boleto
865,339,2013-03-10,527.62,crédito transferência
866,717,2018-05-23,991.88,crédito transferência
867,666,2018-02-13,9388.38,boleto
868,776,2017-02-17,522.62,boleto
869,303,2014-09-24,1107.8,crédito transferência
870,429,2018-12-23,1475.06,crédito transferência
871,462,2017-03-12,320.35,boleto
872,990,2018-10-19,7053.93,boleto
873,949,2020-04-27,1022.66,boleto
874,454,2017-01-23,1338.18,crédito transferência
875,521,2013-01-17,283.74,boleto
876,657,2015-11-08,1461.95,crédito transferência
877,86,2017-09-30,6898.3,boleto
878,266,2018-08-18,1019.5,crédito transferência
879,150,2016-05-18,827.02,boleto
880,933,2017-09-04,1287.57,crédito transferência
881,699,2019-09-05,4016.07,boleto
882,697,2017-08-29,701.25,boleto
883,704,2019-08-28,2563.27,crédito transferência
884,73,2010-08-15,8532.01,boleto
885,67,2010-05-09,8456.75,boleto
886,592,2018-06-21,484.44,crédito transferência
887,602,2014-11-24,50.94,boleto
888,994,2013-05-16,755.45,boleto
889,846,2015-05-20,4001.48,crédito transferência
890,934,2019-01-03,211.46,crédito transferência
891,270,2015-11-14,508.53,crédito transferência
892,312,2017-02-16,68.75,crédito transferência
893,949,2020-04-30,985.34,crédito transferência
894,352,2020-01-02,704.0,boleto
895,663,2013-10-02,653.65,boleto
896,682,2010-09-29,460.25,crédito transferência
897,432,2019-10-04,216.89,crédito transferência
898,517,2015-03-30,6540.19,boleto
899,385,2018-11-17,691.3,boleto
900,245,2018-01-25,119.78,crédito transferência
901,906,2012-10-12,157.53,boleto
902,918,2017-12-14,896.42,boleto
903,933,2012-11-05,417.74,boleto
904,597,2015-10-15,4939.77,crédito transferência
905,130,2011-11-05,5311.05,boleto
906,705,2017-12-20,619.97,boleto
907,854,2018-03-11,157.92,crédito transferência
908,548,2011-10-03,586.84,boleto
909,371,2017-07-18,124.38,crédito transferência
910,609,2014-01-14,7185.96,boleto
911,68,2017-08-24,5938.02,crédito transferência
912,798,2013-05-23,21.04,boleto
913,627,2014-05-12,683.58,crédito transferência
914,540,2018-07-02,116.6,crédito transferência
915,897,2019-03-15,4743.08,boleto
916,516,2018-04-23,6110.81,crédito transferência
917,769,2017-04-12,13.34,crédito transferência
918,223,2018-05-07,2683.01,crédito transferência
919,984,2012-09-08,396.69,boleto
920,312,2015-02-04,9858.29,crédito transferência
921,523,2014-04-29,2119.06,boleto
922,955,2012-05-19,69.87,crédito transferência
923,566,2018-08-03,3307.95,boleto
924,196,2013-06-30,8878.12,crédito transferência
925,713,2011-05-09,6467.54,crédito transferência
926,885,2017-01-07,551.44,crédito transferência
927,491,2017-07-27,725.67,crédito transferência
928,553,2016-03-27,249.28,crédito transferência
929,926,2011-10-01,4446.2,boleto
930,154,2018-02-26,3959.08,crédito transferência
931,688,2014-02-01,768.31,boleto
932,372,2020-01-07,8759.24,crédito transferência
933,631,2011-11-03,95.46,boleto
934,521,2016-06-19,902.94,crédito transferência
935,174,2018-10-31,298.84,crédito transferência
936,964,2018-06-06,331.36,crédito transferência
937,548,2011-08-21,909.28,crédito transferência
938,223,2012-09-11,601.42,boleto
939,639,2016-09-17,320.51,boleto
940,885,2011-04-20,933.7,boleto
941,234,2010-09-03,200.28,crédito transferência
942,111,2018-12-21,6356.01,boleto
943,866,2011-03-18,881.91,crédito transferência
944,590,2016-03-03,2031.86,crédito transferência
945,268,2012-07-28,443.88,boleto
946,666,2010-02-22,587.84,crédito transferência
947,8,2018-05-06,3775.37,boleto
948,81,2013-06-20,839.24,boleto
949,7,2019-02-10,746.16,boleto
950,838,2016-09-20,8856.36,boleto
951,959,2012-09-16,247.16,crédito transferência
952,802,2011-10-11,765.92,boleto
953,141,2014-01-14,791.5,crédito transferência
954,371,2019-07-08,196.14,boleto
955,667,2014-09-30,4424.86,crédito transferência
956,477,2017-05-10,7021.55,crédito transferência
957,863,2017-07-20,118.09,crédito transferência
958,719,2011-12-09,42.3,crédito transferência
959,508,2012-02-23,960.81,crédito transferência
960,211,2013-03-09,2827.08,crédito transferência
961,11,2016-08-05,513.1,boleto
962,25,2014-06-17,4433.38,crédito transferência
963,198,2012-10-08,136.73,crédito transferência
964,494,2014-01-22,399.31,boleto
965,980,2011-08-10,325.34,boleto
966,62,2019-02-20,1266.12,crédito transferência
967,964,2011-09-20,7950.87,crédito transferência
968,260,2015-07-05,5054.34,boleto
969,41,2015-04-28,2705.55,crédito transferência
970,811,2017-03-02,1186.31,boleto
971,156,2010-02-05,170.44,boleto
972,81,2011-05-12,8547.76,boleto
973,644,2012-11-24,7098.72,boleto
974,669,2017-11-20,365.26,boleto
975,231,2019-05-12,257.19,boleto
976,589,2010-02-14,811.41,boleto
977,142,2018-08-28,6078.51,crédito transferência
978,641,2015-04-30,297.98,crédito transferência
979,653,2014-03-20,735.2,boleto
980,853,2010-02-01,1184.83,boleto
981,651,2019-02-01,326.69,boleto
982,227,2014-03-13,4216.28,crédito transferência
983,522,2014-05-11,255.22,crédito transferência
984,954,2014-01-30,381.26,crédito transferência
985,383,2010-04-11,340.29,boleto
986,147,2012-05-14,855.29,boleto
987,222,2014-10-26,9903.38,boleto
988,939,2015-06-11,308.11,crédito transferência
989,287,2016-04-27,3274.72,crédito transferência
990,10,2015-03-31,6481.93,crédito transferência
991,952,2013-01-05,7334.14,crédito transferência
992,110,2016-07-21,520.5,crédito transferência
993,406,2012-06-24,6533.54,crédito transferência
994,258,2012-10-24,5659.29,crédito transferência
995,81,2013-02-02,860.56,crédito transferência
996,972,2019-02-18,597.79,boleto
997,630,2016-06-07,7253.26,crédito transferência
998,651,2019-07-15,1104.77,crédito transferência
999,701,2012-02-11,101.59,crédito transferência
1000,912,2014-10-14,915.52,boleto
1001,851,2010-12-28,304.75,boleto
1002,136,2010-05-31,60.73,boleto
1003,646,2010-10-15,164.92,boleto
1004,905,2015-04-09,771.24,boleto
1005,496,2016-01-28,8239.04,crédito transferência
1006,969,2010-07-28,7398.97,crédito transferência
1007,585,2012-05-16,3957.29,crédito transferência
1008,601,2011-06-04,6907.65,crédito transferência
1009,193,2010-08-24,5754.19,boleto
1010,344,2011-10-17,637.62,crédito transferência
1011,641,2013-07-18,2085.36,boleto
1012,634,2011-06-14,752.06,crédito transferência
1013,868,2012-11-16,142.66,crédito transferência
1014,25,2011-02-17,4217.26,crédito transferência
1015,822,2012-10-04,713.54,crédito transferência
1016,379,2010-03-14,337.71,crédito transferência
1017,840,2017-01-31,440.3,crédito transferência
1018,790,2010-03-04,5192.74,boleto
1019,410,2013-12-02,725.24,crédito transferência
1020,226,2010-08-07,459.01,boleto
1021,701,2015-05-21,1648.48,boleto
1022,907,2010-01-29,800.32,crédito transferência
1023,989,2010-03-24,303.6,crédito transferência
1024,415,2011-09-01,3858.49,boleto
1025,690,2012-03-23,4047.89,boleto
1026,591,2010-09-22,249.44,boleto
1027,803,2012-02-12,371.45,crédito transferência
1028,861,2011-01-02,6637.17,boleto
1029,545,2013-04-07,845.08,boleto
1030,361,2010-04-28,211.95,crédito transferência
1031,910,2010-04-24,859.39,crédito transferência
1032,759,2010-01-30,751.06,crédito transferência
1033,947,2012-05-09,2353.96,crédito transferência
1034,977,2014-07-24,5660.62,boleto
1035,625,2014-03-24,9574.67,boleto
1036,834,2011-05-08,4246.77,crédito transferência
1037,664,2010-06-25,9828.95,boleto
1038,377,2015-01-21,201.25,crédito transferência
1039,814,2010-05-24,7986.26,crédito transferência
1040,634,2012-06-20,124.67,crédito transferência
1041,456,2012-01-06,464.45,boleto
1042,823,2016-04-20,740.93,boleto
1043,260,2011-02-15,2216.51,crédito transferência
1044,13,2012-01-06,76.15,crédito transferência
1045,60,2013-06-28,408.42,boleto
1046,66,2016-09-16,339.66,boleto
1047,852,2010-11-23,554.05,boleto
1048,522,2013-11-12,6892.3,boleto
1049,170,2014-03-31,7418.3,boleto
1050,131,2014-09-02,5384.21,crédito transferência
1051,762,2013-10-17,275.06,crédito transferência
1052,233,2012-07-01,2965.25,crédito transferência
1053,150,2013-05-08,672.65,crédito transferência
1054,516,2011-09-29,768.9,crédito transferência
1055,424,2010-05-20,4550.77,crédito transferência
1056,878,2014-06-04,628.7,boleto
1057,318,2010-01-15,973.42,crédito transferência
1058,787,2016-12-31,89.39,boleto
1059,63,2018-06-11,102.36,boleto
1060,816,2011-07-01,902.81,crédito transferência
1061,207,2013-05-07,9225.25,crédito transferência
1062,598,2010-02-26,3982.88,boleto
1063,400,2016-08-11,851.42,crédito transferência
1064,711,2010-11-24,5003.98,boleto
1065,609,2015-04-04,2895.53,boleto
1066,443,2010-12-11,86.64,crédito transferência
1067,580,2011-04-24,9623.07,crédito transferência
1068,951,2010-07-17,4026.44,crédito transferência
1069,107,2011-10-27,4014.43,crédito transferência
1070,105,2010-01-18,3460.75,boleto
1071,638,2014-02-09,2841.77,boleto
1072,967,2014-07-22,7213.36,crédito transferência
1073,768,2016-12-27,57.07,boleto
1074,766,2010-07-13,42.46,boleto
1075,820,2017-11-16,730.58,crédito transferência
1076,754,2013-04-25,252.05,crédito transferência
1077,747,2011-02-28,133.51,crédito transferência
1078,759,2011-02-07,901.85,boleto
1079,914,2011-02-01,16.04,boleto
1080,830,2013-01-20,5247.07,crédito transferência
1081,581,2010-01-08,287.55,boleto
1082,503,2017-05-17,7230.79,boleto
1083,487,2010-02-11,10000.31,crédito transferência
1084,285,2010-12-18,8415.18,boleto
1085,267,2015-06-07,289.67,crédito transferência
1086,552,2014-05-01,916.42,crédito transferência
1087,441,2013-05-08,608.35,crédito transferência
1088,430,2015-10-03,194.53,crédito transferência
1089,998,2012-01-18,251.35,boleto
1090,440,2010-12-03,710.77,crédito transferência
1091,711,2011-01-15,776.1,crédito transferência
1092,103,2010-01-12,368.09,boleto
1093,343,2013-07-27,999.32,crédito transferência
1094,143,2016-08-20,5745.32,crédito transferência
1095,856,2011-11-08,626.29,crédito transferência
1096,701,2018-02-17,9068.15,crédito transferência
1097,703,2010-12-12,33.69,crédito transferência
1098,388,2012-05-11,117.89,boleto
1099,407,2010-11-08,5268.07,boleto
1100,869,2014-02-18,5719.85,boleto
1101,110,2010-03-05,261.58,crédito transferência
1102,646,2014-04-08,9943.35,crédito transferência
1103,571,2010-09-08,6515.63,crédito transferência
1104,236,2014-03-30,4186.18,boleto
1105,594,2010-09-13,256.79,boleto
1106,981,2015-01-14,1990.14,crédito transferência
1107,333,2010-12-24,5104.24,crédito transferência
1108,974,2013-08-26,373.38,boleto
1109,332,2019-01-21,975.74,boleto
1110,584,2014-04-20,269.71,boleto
1111,962,2010-07-07,754.31,boleto
1112,411,2016-12-24,9467.91,boleto
1113,381,2014-01-05,708.27,boleto
1114,74,2012-06-23,9076.8,boleto
1115,886,2013-04-05,7763.9,boleto
1116,126,2011-10-24,3829.03,crédito transferência
1117,717,2012-01-12,5403.12,crédito transferência
1118,972,2011-04-20,423.21,boleto
1119,98,2014-10-20,790.1,crédito transferência
1120,843,2010-01-10,6821.61,boleto
1121,363,2014-10-23,242.39,crédito transferência
1122,310,2011-10-24,9243.89,boleto
1123,675,2016-06-29,454.01,crédito transferência
1124,321,2013-02-23,242.81,crédito transferência
1125,555,2010-03-16,104.63,boleto
1126,800,2013-04-17,473.69,boleto
1127,316,2012-11-08,8908.04,boleto
1128,131,2014-01-23,896.14,crédito transferência
1129,840,2011-09-11,697.78,crédito transferência
1130,574,2010-02-20,73.1,crédito transferência
1131,49,2010-01-05,491.51,crédito transferência
1132,804,2010-07-30,756.67,crédito transferência
1133,517,2011-10-01,9029.19,boleto
1134,250,2011-08-20,9856.05,crédito transferência
1135,687,2012-08-20,4.59,boleto
1136,86,2012-05-08,441.6,crédito transferência
1137,236,2012-11-10,203.81,crédito transferência
1138,377,2010-11-10,8185.21,crédito transferência
1139,334,2010-09-17,3217.08,boleto
1140,342,2011-08-13,896.08,boleto
1141,29,2010-10-03,6273.9,boleto
1142,286,2010-03-03,2473.21,boleto
1143,729,2010-05-29,561.01,boleto
1144,452,2010-08-24,3545.41,crédito transferência
1145,673,2010-01-26,652.58,boleto
1146,2,2015-09-19,940.35,boleto
1147,594,2010-12-02,118.46,boleto
1148,224,2016-12-02,887.71,boleto
1149,555,2010-01-03,3241.57,crédito transferência
1150,837,2011-10-11,5463.69,boleto
1151,488,2011-12-02,66.76,boleto
1152,737,2010-03-01,6358.96,crédito transferência
1153,4,2013-02-09,399.29,boleto
1154,528,2019-03-13,347.33,boleto
1155,117,2011-11-19,620.34,boleto
1156,573,2010-04-28,121.94,crédito transferência
1157,164,2010-08-07,486.23,boleto
1158,350,2010-04-06,5155.46,crédito transferência
1159,156,2012-03-29,737.38,boleto
1160,786,2011-03-08,9625.26,crédito transferência
1161,18,2014-06-17,3344.05,boleto
1162,602,2010-10-04,2967.12,crédito transferência
1163,683,2014-05-19,884.94,crédito transferência
1164,530,2011-08-10,2171.27,crédito transferência
1165,220,2011-06-02,650.3,boleto
1166,874,2010-07-17,8426.58,crédito transferência
1167,934,2012-12-21,3.8,crédito transferência
1168,277,2017-07-16,7363.45,crédito transferência
1169,729,2014-02-15,5829.12,crédito transferência
1170,595,2012-10-08,1127.79,boleto
1171,516,2011-06-02,565.52,boleto
1172,102,2013-03-21,4649.51,crédito transferência
1173,307,2010-03-14,6108.7,boleto
1174,244,2010-01-08,622.69,crédito transferência
1175,837,2014-04-20,853.69,boleto
1176,756,2010-05-27,652.37,boleto
1177,781,2015-01-26,806.9,crédito transferência
1178,162,2010-06-19,56.08,crédito transferência
1179,199,2010-12-02,668.05,boleto
1180,226,2010-06-14,9841.84,boleto
1181,573,2010-08-09,863.55,crédito transferência
1182,76,2010-07-03,1450.49,boleto
1183,973,2014-03-29,917.77,crédito transferência
1184,212,2010-02-02,843.01,crédito transferência
1185,574,2010-08-18,3554.34,crédito transferência
1186,163,2013-02-01,7028.67,crédito transferência
1187,427,2011-10-14,7659.03,crédito transferência
1188,300,2012-12-28,258.08,boleto
1189,828,2012-07-04,888.46,boleto
1190,210,2012-09-19,595.07,boleto
1191,49,2012-01-04,477.52,crédito transferência
1192,878,2010-02-04,3720.59,crédito transferência
1193,853,2012-06-24,191.97,crédito transferência
1194,347,2013-03-07,837.59,boleto
1195,583,2013-11-05,304.31,boleto
1196,795,2015-06-25,9815.71,boleto
1197,422,2011-08-15,244.68,crédito transferência
1198,361,2010-02-25,3481.63,boleto
1199,603,2014-02-05,588.63,boleto
1200,187,2011-09-29,5380.26,crédito transferência
1201,547,2012-03-21,765.07,crédito transferência
1202,566,2016-04-14,759.2,crédito transferência
1203,226,2018-09-12,1952.28,crédito transferência
1204,535,2013-12-16,772.87,crédito transferência
1205,62,2016-09-04,6582.9,crédito transferência
1206,423,2010-04-01,3264.92,crédito transferência
1207,293,2012-06-12,8468.55,crédito transferência
1208,750,2010-08-31,1157.19,crédito transferência
1209,952,2015-11-24,1372.93,boleto
1210,832,2010-03-26,4988.11,boleto
1211,818,2011-11-27,623.92,boleto
1212,732,2012-10-07,96.16,crédito transferência
1213,950,2011-10-10,615.1,crédito transferência
1214,133,2010-10-08,3300.11,crédito transferência
1215,828,2013-08-10,178.71,boleto
1216,106,2012-08-27,685.4,boleto
1217,569,2014-07-20,146.3,crédito transferência
1218,987,2010-05-12,7377.58,boleto
1219,328,2012-04-17,815.73,boleto
1220,276,2016-03-15,6578.01,crédito transferência
1221,522,2011-09-28,8496.9,crédito transferência
1222,921,2010-02-23,781.49,crédito transferência
1223,836,2015-03-24,644.69,boleto
1224,618,2012-12-16,753.11,crédito transferência
1225,331,2010-01-02,251.47,crédito transferência
1226,255,2011-12-17,311.06,crédito transferência
1227,338,2011-07-21,583.67,crédito transferência
1228,191,2010-09-18,7236.59,boleto
1229,652,2010-03-11,582.93,boleto
1230,243,2011-09-15,567.88,crédito transferência
1231,519,2012-06-07,7558.39,boleto
1232,624,2012-06-03,672.14,crédito transferência
1233,272,2011-11-30,523.88,boleto
1234,867,2011-07-28,9225.7,boleto
1235,368,2010-12-24,110.55,crédito transferência
1236,618,2012-03-06,5664.4,boleto
1237,62,2011-08-24,291.19,crédito transferência
1238,113,2010-01-22,6630.24,crédito transferência
1239,790,2011-12-11,603.72,crédito transferência
1240,388,2018-12-07,826.78,crédito transferência
1241,855,2012-02-05,3035.53,boleto
1242,793,2013-04-29,8145.51,crédito transferência
1243,424,2015-12-11,7463.96,crédito transferência
1244,616,2010-03-14,2404.0,crédito transferência
1245,304,2010-01-09,3086.45,crédito transferência
1246,955,2012-03-26,788.67,boleto
1247,525,2012-09-10,8961.97,crédito transferência
1248,603,2010-09-11,4669.44,crédito transferência
1249,599,2011-05-01,2002.74,boleto
1250,716,2010-01-06,6566.19,boleto
1251,867,2010-04-20,9736.44,crédito transferência
1252,10,2011-02-08,444.48,boleto
1253,791,2010-04-04,137.55,crédito transferência
1254,587,2010-02-15,6138.69,crédito transferência
1255,659,2013-12-11,537.3,boleto
1256,533,2010-06-08,4923.13,crédito transferência
1257,704,2010-02-23,874.71,boleto
1258,739,2014-11-22,446.06,crédito transferência
1259,670,2011-10-09,2622.39,boleto
1260,137,2014-08-23,238.58,crédito transferência
1261,487,2018-08-18,5526.98,boleto
1262,333,2018-01-11,6290.35,crédito transferência
1263,877,2014-01-16,40.92,boleto
1264,817,2014-03-18,4874.87,boleto
1265,758,2011-08-10,8573.97,boleto
1266,712,2012-09-02,1575.96,boleto
1267,623,2012-02-29,991.55,crédito transferência
1268,665,2011-12-24,3175.75,crédito transferência
1269,98,2010-05-17,4038.65,crédito transferência
1270,337,2013-03-01,344.2,crédito transferência
1271,849,2013-09-25,133.09,crédito transferência
1272,310,2011-07-21,157.38,boleto
1273,664,2013-04-14,9327.76,boleto
1274,436,2010-01-03,1909.84,crédito transferência
1275,152,2014-08-23,193.01,boleto
1276,160,2010-08-28,802.98,boleto
1277,920,2010-02-15,4301.17,boleto
1278,452,2015-01-01,1888.62,boleto
1279,573,2012-07-22,5563.45,crédito transferência
1280,924,2017-02-01,3245.21,crédito transferência
1281,700,2011-06-13,3908.97,boleto
1282,923,2015-10-09,748.22,boleto
1283,189,2010-03-10,475.91,crédito transferência
1284,798,2012-08-18,483.71,crédito transferência
1285,643,2015-09-17,1699.94,crédito transferência
1286,268,2010-11-05,4056.88,boleto
1287,642,2010-06-13,8.39,boleto
1288,319,2010-11-03,3060.93,boleto
1289,948,2014-05-02,950.3,boleto
1290,855,2010-01-06,3409.52,boleto
1291,915,2014-10-31,935.58,boleto
1292,597,2015-08-22,3743.36,crédito transferência
1293,54,2018-09-23,55.58,boleto
1294,118,2011-10-07,5326.21,boleto
1295,953,2010-01-11,178.4,boleto
1296,190,2015-07-16,3653.9,boleto
1297,619,2012-10-29,1066.1,boleto
1298,404,2010-08-24,156.22,crédito transferência
1299,222,2010-12-25,2716.57,crédito transferência
1300,267,2011-03-04,382.72,crédito transferência
1301,515,2010-04-12,227.75,boleto
1302,773,2014-05-15,2053.72,crédito transferência
1303,21,2012-02-08,638.63,crédito transferência
1304,434,2011-04-29,511.09,boleto
1305,890,2010-02-15,749.18,boleto
1306,888,2013-12-19,971.05,crédito transferência
1307,563,2014-02-09,247.7,boleto
1308,281,2010-03-30,8514.73,boleto
1309,225,2012-02-07,9323.84,boleto
1310,109,2017-01-25,568.2,crédito transferência
1311,986,2010-07-11,6983.99,crédito transferência
1312,231,2012-09-13,3156.15,crédito transferência
1313,787,2012-07-12,165.43,boleto
1314,441,2010-11-16,2970.15,crédito transferência
1315,420,2012-05-22,180.36,crédito transferência
1316,61,2010-11-17,1332.18,boleto
